Nombre;Escala;Detalle;Serie;Year;Embalaje;Peso;Precio
GPB-06F Super Custom Zaku F2000 ;1/144;High Grade;Gunpla Builders;2010;5766;424;20,85
GPB-X78-30 Forever Gundam ;1/144;High Grade;Gunpla Builders;2011;4336,27;384;18,95
GPB-X80 Beginning Gundam ;1/144;High Grade;Gunpla Builders;2010;4123;301;15,16
Graze ;1/144;High Grade; Iron-Blooded Orphans ;2015;3283,96;238;9,48
Graze Ein ;1/144;High Grade; Iron-Blooded Orphans ;2016;3753,61;303;13,27
Graze Kai ;1/144;High Grade; Iron-Blooded Orphans ;2015;3294,98;236;9,48
Graze Ritter ;1/144;High Grade; Iron-Blooded Orphans ;2016;3369,43;264;11,37
Grimgerde ;1/144;High Grade; Iron-Blooded Orphans ;2016;3227,34;236;11,37
Grimoire ;1/144;High Grade; Reconguista in G ;2014;3438;243;13,27
Grimoire Red Beret ;1/144;High Grade; Build Divers ;2018;3819;326;17,06
Gryphios War set ;1/144;High Grade;UC;2006;11581,64;864;39,8
GSX-401FW Stargazer Gundam ;1/144;High Grade; Gundam SEED ;2006;4648,18;348;15,16
Guncannon ;1/144;High Grade;UC Revive ;2015;3294,98;227;11,37
Guncannon First Type ;1/144;High Grade; Gundam The Origin ;2016;3990;325;17,06
Guncannon Maneuver Test Type / Firepower Test Type ;1/144;High Grade; Gundam The Origin ;2017;4389;377;17,06
Gundam 00 Diver ;1/144;High Grade; Build Divers ;2018;3070,98;296;9,48
Gundam 00 Diver Ace ;1/144;High Grade; Build Divers ;2018;4201,8;367;18,95
Gundam 00 Shia QAN[T] ;1/144;High Grade; Build Fighters ;2016;3283,2;302;15,16
Gundam 00 Sky ;1/144;High Grade; Build Divers;2018;4481,92;435;20,85
Gundam 00 Sky ;1/144;High Grade; Build Divers ;2018;3697,58;327;14,21
Gundam Age II Magnum ;1/144;High Grade; Build Divers ;2018;3819;357;17,06
Gundam AGE-1 Full Glanza ;1/144;High Grade;AGE;2013;4416,36;346;15,16
Gundam AGE-1 Normal ;1/144;High Grade;AGE;2011;3294,98;225;11,37
Gundam AGE-1 Spallow ;1/144;High Grade;AGE;2011;3294,98;217;11,37
Gundam AGE-1 Titus ;1/144;High Grade;AGE;2011;3227,34;240;11,37
Gundam AGE-2 Dark Hound ;1/144;High Grade;AGE;2012;3863,08;304;14,21
Gundam AGE-2 Double Bullet ;1/144;High Grade;AGE;2012;4105,57;292;14,21
Gundam AGE-2 Normal ;1/144;High Grade;AGE;2012;3809,63;291;14,21
Gundam AGE-3 Fortress ;1/144;High Grade;AGE;2012;4201,8;359;17,06
Gundam AGE-3 Normal ;1/144;High Grade;AGE;2012;3863,08;320;15,16
Gundam AGE-3 Orbital ;1/144;High Grade;AGE;2012;4407,86;363;17,06
Gundam AGE-FX ;1/144;High Grade;AGE;2012;3946,11;320;15,16
Gundam AGE-FX Burst ;1/144;High Grade;AGE;2013;3850,16;335;17,06
Gundam Airmaster ;1/144;High Grade;AW ;2014;3753,61;262;16,11
Gundam Amazing Exia ;1/144;High Grade; Build Fighters ;2014;4560;338;17,06
Gundam Amazing Red Warrior ;1/144;High Grade; Build Fighters ;2015;3697,58;273;17,06
Gundam AN-01 Tristan ;1/144;High Grade;UC ;2017;3921,68;297;14,21
Gundam Astaroth ;1/144;High Grade; Iron-Blooded Orphans ;2016;3208,8;263;9,48
Gundam Astaroth Origin ;1/144;High Grade; Iron-Blooded Orphans ;2016;3697,58;293;13,27
Gundam Astaroth Rinascimento ;1/144;High Grade; Iron-Blooded Orphans ;2017;3876;338;17,06
Gundam Astary Blue Frame ;1/144;High Grade; Gundam SEED ;2004;3753,61;255;11,37
Gundam Astray Blue Frame Second L ;1/144;High Grade; Gundam SEED ;2013;3809,63;327;16,11
Gundam Astray Gold Frame Amatsu Mina ;1/144;High Grade; Gundam SEED ;2013;4469,4;352;17,06
Gundam Astray Green Frame Trojan Noiret Custom ;1/144;High Grade; Gundam SEED ;2008;;255;11,37
Gundam Astray No-Name ;1/144;High Grade; Build Divers ;2018;4201,8;362;17,06
Gundam Astray Red Frame ;1/144;High Grade; Gundam SEED ;2013;3697,58;339;16,11
Gundam Astray Red Frame ;1/144;High Grade; Gundam SEED ;2003;3753,61;265;11,37
Gundam Bael ;1/144;High Grade; Iron-Blooded Orphans ;2017;4116,86;275;13,27
Gundam Barbatos ;1/144;High Grade; Iron-Blooded Orphans ;2015;3081,32;257;9,48
Gundam Barbatos & Long Distance Transport Booster Kutan San Model ;1/144;High Grade; Iron-Blooded Orphans;2015;11401,26;837;47,38
Gundam Barbatos 6th Form ;1/144;High Grade; Iron-Blooded Orphans ;2016;3850,16;341;13,27
Gundam Barbatos Lupus ;1/144;High Grade; Iron-Blooded Orphans;2016;3114,1;260;9,48
Gundam Barbatos Lupus Rex ;1/144;High Grade; Iron-Blooded Orphans;2017;3813,51;299;13,27
Gundam Dantalion ;1/144;High Grade; Iron-Blooded Orphans ;2017;3933;357;15,16
Gundam Exia Dark Matter ;1/144;High Grade; Build Fighters ;2014;4332;336;17,06
Gundam Ez-SR ;1/144;High Grade; Build Fighters ;2014;4544,8;391;17,06
Gundam F91 ;1/144;High Grade;UC ;2013;3168;236;11,37
Gundam F91 Harrison Martin Custom ;1/144;High Grade;UC ;2013;3283,2;240;11,37
Gundam Fenice Rinascita ;1/144;High Grade; Build Fighters ;2014;4201,8;327;17,06
Gundam Flauros ;1/144;High Grade; Iron-Blooded Orphans ;2016;3876;270;13,27
Gundam FSD ;1/144;High Grade; Gundam The Origin ;2018;4313,85;343;20,85
Gundam G-Arcane ;1/144;High Grade; Reconguista in G ;2014;3697,58;284;15,16
Gundam G-Self ;1/144;High Grade; Reconguista in G ;2015;11808,86;888;36,01
Gundam G-Self ;1/144;High Grade; Reconguista in G ;2015;5700;478;23,69
Gundam G-Self ;1/144;High Grade; Reconguista in G ;2014;3697,58;285;15,16
Gundam Ground Type ;1/144;High Grade;UC;2018;3876;313;16,11
Gundam Ground Type S ;1/144;High Grade; (Gundam Thunderbolt);2017;3697,58;370;17,06
Gundam Ground Type The Ground War Set ;1/144;High Grade;UC;2009;6096,15;463;20,85
Gundam Gusion ;1/144;High Grade; Iron-Blooded Orphans;2015;4332;304;11,37
Gundam Gusion Rebake ;1/144;High Grade; Iron-Blooded Orphans;2016;3697,58;271;11,37
Gundam Gusion Rebake Full City ;1/144;High Grade; Iron-Blooded Orphans ;2016;3697,58;311;11,37
Gundam Jiyan Altron ;1/144;High Grade; Build Divers ;2018;3697,58;314;17,06
Gundam Kimaris ;1/144;High Grade; Iron-Blooded Orphans ;2016;3137,34;270;11,37
Gundam Kimaris Trooper ;1/144;High Grade; Iron-Blooded Orphans ;2016;3906,78;296;13,27
Gundam Kimaris Vidar ;1/144;High Grade; Iron-Blooded Orphans ;2017;3933;303;13,27
Gundam Legilis ;1/144;High Grade;AGE;2012;3855,6;277;14,21
Gundam Leopard da Vinci ;1/144;High Grade; Build Fighters ;2015;3933;303;17,06
Gundam Lightning Black Warrior ;1/144;High Grade; Build Fighters ;2017;3899,26;298;17,06
Gundam Local Type ;1/144;High Grade; Gundam The Origin ;2017;3793,54;288;18,95
Gundam Love Phantom ;1/144;High Grade; Build Divers ;2018;4712;429;20,85
Gundam MK-II ;1/144;High Grade;UC REVIVE ;2015;3697,58;301;14,21
Gundam MK-II ;1/144;High Grade;UC REVIVE ;2015;3697,58;301;14,21
Gundam Mk-II + Flying Armor ;1/144;High Grade;UC ;2005;5059,2;476;18,95
Gundam Operation V Set ;1/144;High Grade;UC;2001;7028,6;613;24,64
Gundam Portant ;1/144;High Grade; Build Fighters ;2015;3850,16;274;17,06
Gundam Schwarzs Ritter ;1/144;High Grade; Build Fighters ;2017;3809,63;337;18,95
Gundam The End ;1/144;High Grade; Build Fighters ;2015;4584;320;20,85
Gundam Tryon 3 ;1/144;High Grade; Build Fighters ;2015;6341,44;561;26,53
Gundam Vidar ;1/144;High Grade; Iron-Blooded Orphans;2016;3081,32;255;11,37
Gundam VS Zaku II ;1/144;High Grade; Gundam The th MS Team;2002;3546;636;14,21
Gundam Vual ;1/144;High Grade; Iron-Blooded Orphans ;2017;3819;286;13,27
Gundam X Divider ;1/144;High Grade;AW ;2010;4299,26;318;17,06
Gundam X Maoh ;1/144;High Grade; Build Fighters ;2013;3933;306;17,06
Gunner Zaku Worrier ;1/144;High Grade; Gundam SEED ;2005;3842,75;279;12,32
Gunpla Battle Arm Arms ;1/144;High Grade; Build Custom ;2014;1344,58;142;7,58
Gunpla Starter Set ;1/144;High Grade;UC;2010;4829,8;448;18,95
Gunpla Starter Set Vol.2 ;1/144;High Grade;Gunpla Builders;2011;3283,96;289;13,27
Guntank Early Type ;1/144;High Grade; Gundam The Origin ;2015;5586;429;16,11
GX-9900 Gundam X ;1/144;High Grade;AW ;2010;4335,55;395;17,06
Gya Eastern Weapons ;1/144;High Grade; Build Custom ;2016;1260,54;82;5,69
Gyan ;1/144;High Grade;UC Revive ;2016;3192;278;11,37
Gyancelot ;1/144;High Grade; Build Fighters ;2016;4201,8;419;17,06
Hekija ;1/144;High Grade; Iron-Blooded Orphans ;2017;3294,98;222;9,48
Helmwige Reincar ;1/144;High Grade; Iron-Blooded Orphans ;2017;3420;255;11,37
Hi-Nu Gundam Vrabe ;1/144;High Grade; Build Fighters ;2015;4712;462;22,74
Hi-v Gundam ;1/144;High Grade;UC ;2009;4829,8;375;20,85
High Mobility Type Zaku II ;1/144;High Grade; Gundam The Origin ;2015;4336,79;390;18,95
High Mobility Type Zaku II `Psycho Zaku` ;1/144;High Grade; (Gundam Thunderbolt);2014;6341,44;588;25,58
High Mobility Type Zaku II `Psycho Zaku` ;1/144;High Grade; (Gundam Thunderbolt);2016;6588,29;591;25,58
High Mobility Type Zaku II Ortega`s Custom ;1/144;High Grade; Gundam The Origin ;2015;5643;421;20,85
High Mock ;1/144;High Grade; Build Fighters ;2015;2726,88;210;7,58
Hugo ;1/144;High Grade; Iron-Blooded Orphans ;2016;3266,68;252;11,37
Hyaku Shiki ;1/144;High Grade;UC Revive ;2016;3809,63;326;17,06
Hyaku Shiki + Mega Bazooka Launcher ;1/144;High Grade;UC ;2004;4960;396;17,06
Hyakuren ;1/144;High Grade; Iron-Blooded Orphans;2015;3249;249;11,37
Hyakuren ;1/144;High Grade; Iron-Blooded Orphans ;2015;3081,32;243;9,48
Hyakuri ;1/144;High Grade; Iron-Blooded Orphans ;2015;3081,32;267;11,37
Hyper Gunpla Battle Weapons ;1/144;High Grade; Build Custom ;2014;1360,8;110;5,69
Hyper Gyanko ;1/144;High Grade; Build Fighters ;2017;4880,64;419;22,74
Hyperion Gundam ;1/144;High Grade; Gundam SEED MSV ;2004;3829,9;248;11,37
IO Frame Shiden ;1/144;High Grade; Iron-Blooded Orphans ;2016;3933;243;11,37
Jegan ;1/144;High Grade;UC ;2011;4285,44;318;15,16
Jegan ;1/144;High Grade;UC ;2009;4299,7;292;14,21
Jegan Blast Master ;1/144;High Grade; Build Divers ;2018;5040;428;18,95
Julieta`s Mobile Reginlaze ;1/144;High Grade; Iron-Blooded Orphans ;2016;3193,37;244;11,37
Justice Gundam ;1/144;High Grade; Gundam SEED ;2003;;310;14,21
Justima ;1/144;High Grade; Reconguista in G ;2015;4389;318;16,11
K9 Dog Pack ;1/144;High Grade; Build Custom ;2014;1360,8;117;7,58
Kabakali ;1/144;High Grade; Reconguista in G ;2015;4389;349;18,95
Kamiki Burning Gundam ;1/144;High Grade; Build Fighters ;2015;4460,82;343;17,06
Kampfer Amazing ;1/144;High Grade; Build Fighters ;2014;4446;365;17,06
Kerberos Bucue Hound Aleck Ladd Use ;1/144;High Grade; Gundam SEED ;2008;4263,12;285;14,21
Kshatriya Repaired ;1/144;High Grade;UC ;2014;17530,5;1055;61,59
Kurenai Weapon ;1/144;High Grade; Build Custom ;2015;1260,54;84;5,69
Legend Gundam ;1/144;High Grade; Gundam SEED ;2005;4476,4;314;14,21
Leo ;1/144;High Grade;AC ;2018;2689,15;216;9,48
Leo NPD ;1/144;High Grade; Build Divers ;2018;3819;268;11,37
Lightning Back Weapon System ;1/144;High Grade; Build Custom ;2014;1330,57;111;7,58
Lightning Back Weapon System Mk-II ;1/144;High Grade; Build Custom ;2015;2021,6;146;7,58
Lightning Back Weapon System Mk-III ;1/144;High Grade; Build Custom;2016;1378,94;134;7,58
Lightning Gundam ;1/144;High Grade; Build Fighters ;2014;3863,08;260;15,16
Lightning Z Gundam ;1/144;High Grade; Build Fighters ;2015;4389;373;20,85
LM312V04 Victory Gundam ;1/144;High Grade;UC ;2013;3283,96;226;11,37
Local Type Gundam ;1/144;High Grade; Gundam The Origin ;2016;3876;267;18,95
Luna Gazer Gundam ;1/144;High Grade; Build Fighters ;2017;4560;359;18,95
Lunamaria Gunner Zaku Worrier ;1/144;High Grade; Gundam SEED ;2005;;265;12,32
Mack Knife ;1/144;High Grade; Reconguista in G ;2015;3210,35;245;13,27
Man Rodi ;1/144;High Grade; Iron-Blooded Orphans;2015;3306;236;9,48
Marasai ;1/144;High Grade;UC ;2012;976,01;340;15,16
Master Gundam & Fuunsaiki ;1/144;High Grade;FC ;2011;6386;542;24,64
Matsuri Weapon ;1/144;High Grade; Build Custom ;2013;1389,15;87;5,69
Mcgillis`s Schwalbe Graze ;1/144;High Grade; Iron-Blooded Orphans ;2015;3249;243;9,48
Mega Ride Launcher ;1/144;High Grade; Build Custom ;2014;1325,4;96;5,69
Mega-Shiki ;1/144;High Grade; Build Fighters ;2014;5032,85;417;17,06
Meteor Hopper ;1/144;High Grade; Build Custom ;2013;1820,78;146;7,58
Meteor Unit + Freedom Gundam ;1/144;High Grade; Gundam SEED ;2004;27075;1760;75,8
Miss Sazabi ;1/144;High Grade; Build Fighters ;2014;7006;485;28,43
MMS-01 Serpent Custom ;1/144;High Grade;FA Gundam W EW;;2824,89;214;7,58
MMS-01 Serpent Custom Metal Clear Version ;1/144;High Grade;FA Gundam W EW Metal Clear Version;;2761,65;208;9,48
Mobile Armor Hashmal ;1/144;High Grade; Iron-Blooded Orphans ;2016;8412,69;605;36,01
Mobile Bucue ;1/144;High Grade; Gundam SEED ;2007;4299,7;270;13,27
Mobile Cgue ;1/144;High Grade; Gundam SEED ;2004;3762;265;11,37
Mobile Ginn High Maneuver ;1/144;High Grade; Gundam SEED MSV ;2004;3842,75;262;11,37
Mobile Ginn Miguel`s Ginn ;1/144;High Grade; Gundam SEED MSV ;2004;3786,24;252;9,48
Mobile Sigue Zist Elways Use ;1/144;High Grade; Gundam SEED ;2008;;265;11,37
Mobile Worker MW-01 Model 01 Late Type ;1/144;High Grade; Gundam The Origin ;2015;4536;357;17,06
Mock Army Set ;1/144;High Grade; Build Custom ;2015;1325,4;94;5,69
Momokapool ;1/144;High Grade; Build Divers ;2018;4359,74;273;17,06
Montero ;1/144;High Grade; Reconguista in G ;2014;3842,75;262;15,16
Moon Gundam ;1/144;High Grade;UC ;2018;6324;515;28,43
Mrs. Loheng-Rinko ;1/144;High Grade; Build Fighters ;2018;5642;365;23,69
MRX-009 Psycho Gundam ;1/144;High Grade;UC ;2004;15514,88;1083;47,38
MS Option Set 1 & CGS Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2015;1341,33;99;5,69
MS Option Set 2 & CGS Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2015;1357,36;124;5,69
MS Option Set 3 & Gjallarhorn Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2016;1288,55;86;5,69
MS Option Set 4 & Union Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2016;1260,54;100;5,69
MS Option Set 5 & Tekkadan Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2016;1235,3;100;5,69
MS Option Set 6 & HD Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2016;1377,12;100;5,69
MS Option Set 7 ;1/144;High Grade; Iron-Blooded Arms ;2016;1431,93;100;5,69
MS Option Set 8 & SAU Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2017;1325,4;95;5,69
MS Option Set 9 ;1/144;High Grade; Iron-Blooded Arms ;2017;2056,32;138;5,69
MS-04 Bugu ;1/144;High Grade; Gundam The Origin ;2016;3850,16;307;16,11
MS-05 Zaku I ;1/144;High Grade;UC ;2006;3306;295;9,48
MS-05 Zaku I The Black Tri-Star ;1/144;High Grade;UC ;2006;3416,2;294;9,48
MS-05L Zaku I Sniper Type ;1/144;High Grade;UC ;2006;3837,24;295;13,27
MS-06 Zaku Ground Attack Set ;1/144;High Grade;UC;2009;5642;438;20,85
MS-06 Zaku II Mass Production Type ;1/144;High Grade;UC ;2003;3306;255;9,48
MS-06F-2 Zaku II Type F2 ;1/144;High Grade;UC ;2010;4166,4;290;14,21
MS-06F-2 Zaku II Type F2 ;1/144;High Grade;UC ;2010;4247,93;289;14,21
MS-06FS Zaku II Garma Custom ;1/144;High Grade;UC ;2002;3306;252;9,48
MS-06FZ Zaku II Custom ;1/144;High Grade;UC ;2008;3416,2;295;11,37
MS-06J Zaku II ;1/144;High Grade; Gundam The th MS Team;;2776,19;228;6,32
MS-06R-1A Black Tri-Stars Zaku II ;1/144;High Grade;UC ;2013;4263,12;326;15,16
MS-06R-1A Shin Matsunaga`s Customize Zaku II ;1/144;High Grade;UC ;2013;4478,4;336;15,16
MS-06R-2 Johnny Ridden`s Customize Zaku II ;1/144;High Grade;UC ;2013;4290,62;357;17,06
MS-06S Char`s Zaku II ;1/144;High Grade;UC ;2002;3306;295;9,48
MS-07B Gouf ;1/144;High Grade;UC ;2000;2664,75;218;7,58
MS-07B-3 Gouf Custom ;1/144;High Grade;UC ;2010;4433,08;326;15,16
MS-07B3 Gouf Custom ;1/144;High Grade; Gundam The th MS Team;;2907;224;6,32
MS-07H8 Gouf Flight Type ;1/144;High Grade; Gundam The th MS Team;;2413;288;7,9
MS-08TX/S Efreet Schneid ;1/144;High Grade;UC ;2017;4313,85;321;17,06
MS-09 Dom / MS-09R Rick-Dom ;1/144;High Grade;UC ;2006;4712;383;16,11
MS-09F Dom Tropen ;1/144;High Grade;UC ;2000;4829,8;367;14,21
MS-09F Dom Tropen Sand brown ;1/144;High Grade;UC ;2002;4712;367;15,16
MS-09R-2 Rick Dom II ;1/144;High Grade;UC ;2004;4829,8;367;14,21
MS-14A Gelgoog / MS-14C Gelgoog Cannon ;1/144;High Grade;UC ;2007;4888,7;377;15,16
MS-14F Gelgoog Marine ;1/144;High Grade;UC ;;3819;303;11,37
MS-14Fs Gelgoog Mrine Cima Custom ;1/144;High Grade;UC ;2002;4886,54;375;14,21
MS-14JG Gelgoog J ;1/144;High Grade;UC ;2004;4123;295;11,37
MS-14S Char`s Gelgoog ;1/144;High Grade;UC ;2006;4535,3;367;14,21
MS-18E Kampfer ;1/144;High Grade;UC ;2008;4829,8;379;17,06
MS-21C DRA-C ;1/144;High Grade;UC ;2011;4657,54;342;18,95
MS05S Char Aznable`s Zaku I ;1/144;High Grade; Gundam The Origin ;2016;3976,7;329;16,11
MSA-0011 S-Gundam ;1/144;High Grade;UC ;2001;4960;390;17,06
MSA-0011`Ext` Ex-S Gundam ;1/144;High Grade;UC ;2002;6200;552;23,69
MSA-003 Nemo ;1/144;High Grade;UC ;2013;3135;271;14,21
MSA-003 Nemo ;1/144;High Grade;UC ;2012;3227,34;273;14,21
MSA-003 Nemo ;1/144;High Grade;UC ;2013;3306;278;14,21
MSA-005 Methuss ;1/144;High Grade;UC ;2006;4535,3;295;13,27
MSM-03 Gogg ;1/144;High Grade;UC ;;3052,35;218;7,58
MSM-03C Hy-Gogg ;1/144;High Grade;UC ;2003;4123;345;11,37
MSM-04 Acguy ;1/144;High Grade;UC ;2007;4535,3;295;13,27
MSM-04G Juaggu ;1/144;High Grade;UC ;2012;4642,56;348;16,11
MSM-07 Z`Gok Mass Production Type ;1/144;High Grade;UC ;;2664,75;221;6,63
MSM-07E Z`gok Experement ;1/144;High Grade;UC ;2003;4240,8;309;11,37
MSM-07S Char`s Z`Gok ;1/144;High Grade;UC ;2001;2664,75;221;6,63
MSM-08 Zogok ;1/144;High Grade;UC ;2013;4416,36;341;16,11
MSN-00100 Hyaku Shiki ;1/144;High Grade;UC ;;3306;250;14,21
MSN-001X Gundam Delta Kai ;1/144;High Grade;UC ;2012;7098,89;531;24,64
MSN-02 Zeong ;1/144;High Grade;UC ;2000;6200;367;17,06
MSN-03 Jagd Doga Gunneys Guss Use ;1/144;High Grade;UC ;2007;5766;476;20,85
MSN-03 Jagd Doga Quess Ea Use ;1/144;High Grade;UC ;2007;5766;476;20,85
MSN-06S Sinanju ;1/144;High Grade;UC ;2010;6449,86;502;24,64
MSN-06S Sinanju Titanium Finish ;1/144;High Grade;UC;2011;6386;509;49,27
MSN-10 Zock ;1/144;High Grade;UC ;2007;8184;552;23,69
MSZ-006 Z-Gundam ;1/144;High Grade;UC ;2003;4712;377;15,16
MSZ-010 ZZ Gundam ;1/144;High Grade;UC ;2010;5580;446;21,79
MSZ-010 ZZ Gundam ;1/144;High Grade;Gundam ();;;356;14,21
Murasame Andrew Waldfeld Custom ;1/144;High Grade; Gundam SEED ;2005;4476,4;325;14,21
Murasame Production Type ;1/144;High Grade; Gundam SEED ;2006;4476,4;330;14,21
Neo Zeong ;1/144;High Grade;UC ;2014;129941,5;9720;236,88
Ninpulse Beams ;1/144;High Grade; Build Custom;2017;1368;77;5,69
Ninpulse Gundam ;1/144;High Grade; Build Fighters ;2017;3933;305;18,95
No Name Rifle ;1/144;High Grade; Build Custom ;2018;1852,5;136;7,58
Nobel Gundam ;1/144;High Grade;FC ;2011;3247,1;234;14,21
Nobel Gundam Berserker Mode ;1/144;High Grade;FC ;2011;3238,17;242;14,21
NRX-044 Asshimar ;1/144;High Grade;UC ;2005;4712;476;18,95
Nu Gundam ;1/144;High Grade;UC ;2009;7130;542;26,53
Nu Gundam Metallic Coating Ver. ;1/144;High Grade;UC;2010;5886,28;438;47,38
NZ-666 Kshatriya ;1/144;High Grade;UC ;2009;13333,1;878;42,64
Ogre Gn-X ;1/144;High Grade; Build Divers ;2018;4588,58;352;18,95
Option Unit Space Pack for Gundam G-Self ;1/144;High Grade; Reconguista in G ;2014;3294,98;218;11,37
ORX-005 Gaplant ;1/144;High Grade;UC ;2003;6820;528;20,85
ORX-005 Gaplant TR-5 ;1/144;High Grade;UC ;2006;6944;576;22,74
Owashi Akatsuki Gundam ;1/144;High Grade; Gundam SEED ;2006;4476,4;320;22,74
OZ-00MS2B Tallgeese III ;1/144;High Grade;FA Gundam W EW ;;2847,05;245;7,58
OZ-00MS2B Tallgeese III Special Metal Clear Version ;1/144;High Grade;FA Gundam W EW Metal Clear Version;;2761,65;241;9,48
OZ-10VMSX Gundam Aesculapius ;1/144;High Grade;Gundam W Unit ;1997;2873,09;230;7,58
OZ-15AGX Hydra Gundam ;1/144;High Grade;Gundam W Unit ;1997;3452,16;264;9,48
OZ-19MASX Gundam Griepe ;1/144;High Grade;Gundam W Unit ;1997;3439,76;253;9,48
OZX-GU01A Gundam Geminass 01 ;1/144;High Grade;Gundam W Unit ;1997;2794,14;219;7,58
OZX-GU01LOB Gundam L.O.Booster ;1/144;High Grade;Gundam W Unit ;1997;2783,31;228;7,58
Pandagguy ;1/144;High Grade; Petit`Gguy ;2016;1260,54;117;5,69
Papagguy ;1/144;High Grade; Build Fighters ;2017;4912,13;405;17,06
Petitgguy Allelujah Haptism Orange & Placard ;1/144;High Grade; Petit`Gguy;2018;1353,6;102;4,74
Petitgguy Bitter Sweet & Chocolate ;1/144;High Grade; Petit`Gguy ;2017;1273,1;95;5,21
Petitgguy Bow-wow White & Dog Costume ;1/144;High Grade; Petit`Gguy ;2016;1417,5;98;5,21
Petitgguy Burning Red ;1/144;High Grade; Petit`Gguy ;2015;1334,24;96;4,74
Petitgguy Cha-Cha-Cha Brown ;1/144;High Grade; Petit`Gguy ;2016;1364,5;98;4,74
Petitgguy Chara`Gguy Fumina ;1/144;High Grade; Petit`Gguy  Chara`Gguy;2017;1260,54;142;8,53
Petitgguy Chara`Gguy Gyanko ;1/144;High Grade; Petit`Gguy  Chara`Gguy;2017;1260,54;143;8,53
Petitgguy Chara`Gguy Momo ;1/144;High Grade; Petit`Gguy  Chara`Gguy;2018;1861,2;134;8,53
Petitgguy Divers Blue & Placard ;1/144;High Grade; Petit`Gguy ;2018;1260,54;102;4,74
Petitgguy Future Pink ;1/144;High Grade; Petit`Gguy ;2015;1348,43;95;4,74
Petitgguy Graham Aker White & Placard ;1/144;High Grade; Petit`Gguy;2017;1325,4;102;4,74
Petitgguy Lightning Blue ;1/144;High Grade; Petit`Gguy ;2015;1339,5;96;4,74
Petitgguy Lockon Stratos Green & Placard ;1/144;High Grade; Petit`Gguy;2017;1332,45;102;4,74
Petitgguy Milk White ;1/144;High Grade; Petit`Gguy ;2016;1348,43;98;4,74
Petitgguy Pretty in Pink & Peti Petitgguy ;1/144;High Grade; Petit`Gguy ;2017;1405,81;97;5,21
Petitgguy Rapapan Purple & Drum ;1/144;High Grade; Petit`Gguy ;2016;1353,6;100;5,21
Petitgguy Rusty Orange & Placard ;1/144;High Grade; Petit`Gguy ;2017;1325,4;102;4,74
Petitgguy Setsuna F Seiei Blue & Placard ;1/144;High Grade; Petit`Gguy;2017;1260,54;102;4,74
Petitgguy Soda Pop Blue & Ice Candy ;1/144;High Grade; Petit`Gguy ;2017;1314,5;96;5,21
Petitgguy Stray Black & Cat Costume ;1/144;High Grade; Petit`Gguy ;2016;1360,8;98;5,21
Petitgguy Surf Green & Guitar ;1/144;High Grade; Petit`Gguy ;2016;1350,22;99;5,21
Petitgguy Surfacer Gray & Placard ;1/144;High Grade; Petit`Gguy ;2017;1339,5;103;4,74
Petitgguy Tieria Erde Purple & Placard ;1/144;High Grade; Petit`Gguy;2018;1260,54;103;4,74
Petitgguy Winning Yellow ;1/144;High Grade; Petit`Gguy ;2015;1368;96;4,74
PMX-000 Messala ;1/144;High Grade;UC ;2013;7126,25;573;28,43
PMX-001 Palace-Athne ;1/144;High Grade;UC ;2006;4829,8;367;17,06
PMX-03 THE O ;1/144;High Grade;UC ;2002;6944;530;22,74
Portant Flyer ;1/144;High Grade; Build Custom ;2015;1225,5;93;5,69
Powered Arms Powerder ;1/144;High Grade; Build Custom ;2014;1339,5;115;5,69
Powered GM Cardigan ;1/144;High Grade; Build Fighters ;2014;4431,18;364;17,06
Prototype Gofu ;1/144;High Grade; Gundam The Origin ;2015;4503;344;17,06
Providence Gundam ;1/144;High Grade; Gundam SEED ;2004;4476,4;322;14,21
Ptolemaios Arms ;1/144;High Grade; Build Custom ;2018;1881;184;8,53
Qubeley ;1/144;High Grade;UC Revive ;2015;5510,57;471;17,06
Qubeley Papillon ;1/144;High Grade; Build Fighters ;2014;5978,35;417;18,95
R-Gyagya ;1/144;High Grade; Build Fighters ;2014;4487,99;381;17,06
Raider Gundam ;1/144;High Grade; Gundam SEED ;2003;4417,5;322;14,21
RAS-96 Anksha ;1/144;High Grade;UC ;2012;6449,86;452;24,64
RB-79 Ball Twin Set ;1/144;High Grade;UC ;2010;3819;307;12,32
Reginlaze Julia ;1/144;High Grade; Iron-Blooded Orphans ;2017;4416,36;363;13,27
Reversible Gundam ;1/144;High Grade; Build Fighters ;2017;4479,55;408;17,06
ReZEL ;1/144;High Grade;UC ;2010;11960,42;431;20,85
ReZEL ;1/144;High Grade;UC ;2010;4987,97;381;18,95
ReZEL Type-C ;1/144;High Grade;UC ;2012;6345,02;526;24,64
RGC-83 GM Cannon II ;1/144;High Grade;UC ;2011;3886,22;294;13,27
RGE-G2100C Clanche Custom ;1/144;High Grade;AGE;2012;3916,8;275;12,32
RGM-79;1/144;High Grade; Gundam The th MS Team;;3434,18;259;9,48
