Nombre;Escala;Detalle;Serie;Year;Embalaje;Peso;Precio
Blitz Gundam ;1/100;No-Grade;Gundam SEED ;2003;6324;450;18,95
Buster Gundam ;1/100;No-Grade;Gundam SEED ;2003;6438,63;444;18,95
Chaos Gundam ;1/100;No-Grade;SEED Destiny ;2005;7098,89;515;21,79
Dahgi Iris ;1/100;No-Grade;Gundam F;;2801,66;234;6,32
Den`an Zond ;1/100;No-Grade;Gundam F;;2839,68;232;6,32
Destiny Gundam ;1/100;No-Grade;SEED Destiny ;2005;8060;525;24,64
Duel Gundam Assault Shroud ;1/100;No-Grade;Gundam SEED ;2003;6944;499;20,85
EMS-05 Agg ;1/100;No-Grade;MSV;;2886,95;209;5,53
F71B G-Cannon Magna ;1/100;No-Grade;Silhouette Formula  in U.C. ;1992;4016,6;313;9,48
F90Y Cluster Gundam ;1/100;No-Grade;Silhouette Formula  in U.C. ;1993;3494,07;301;11,37
Force Impulse Gundam ;1/100;No-Grade;SEED Destiny ;2004;6820;446;20,85
Force Impulse Gundam + Sword Silhouette Extra Finish ;1/100;No-Grade;SEED Destiny ;2005;;593;56,85
Freedom Gundam;1/100;No-Grade;Gundam SEED ;2003;7040;529;20,85
G Cannon ;1/100;No-Grade;Gundam F;;2692,8;226;6,32
G Falcon Unit Gundam Double X ;1/100;No-Grade;Gundam X ;;11670,28;835;23,69
Galbaldy Beta ;1/100;No-Grade;Z Gundam;;3886,6;293;7,9
Gale Strike Gundam ;1/100;No-Grade;SEED Destiny ;2009;;492;23,69
GN-0000 + GNR-010 00RAISER ;1/100;No-Grade;Gundam ;2008;10209,75;827;47,38
GN-0000 00 Gundam ;1/100;No-Grade;Gundam ;2008;5580;524;26,53
GN-001 Gundam Exia ;1/100;No-Grade;Gundam ;2007;6386;466;21,79
GN-001 Gundam Exia EXF ;1/100;No-Grade;Gundam ;2008;6364,8;495;47,38
GN-001/hs-A01 Gundam Avalanche Exia ;1/100;No-Grade;Gundam ;2008;8184;649;30,32
GN-002 Gundam Dynames ;1/100;No-Grade;Gundam ;2007;6324;466;21,79
GN-003 Gundam Kyrios ;1/100;No-Grade;Gundam ;2008;7006;524;24,64
GN-004 Gundam Virtue ;1/100;No-Grade;Gundam ;2008;11485,5;842;37,9
GN-006 Cherudim Gundam ;1/100;No-Grade;Gundam ;2009;6988,8;524;24,64
GN-006 Cherudim Gundam Designers Color Ver. ;1/100;No-Grade;Gundam ;2009;7068;510;28,43
GN-007 Arios Gundam ;1/100;No-Grade;Gundam ;2009;7006;524;24,64
GN-007 Arios Gundam Designers Color Ver. ;1/100;No-Grade;Gundam ;2009;7068;508;28,43
GN-008 Seravee Gundam ;1/100;No-Grade;Gundam ;2009;11485,5;834;34,11
GN-008 Seravee Gundam Designers Color Ver. ;1/100;No-Grade;Gundam ;2009;11366,74;839;39,8
GNR-010 0 Raiser ;1/100;No-Grade;Gundam ;2008;3844;337;15,16
GNY-001 Gundam Astraea ;1/100;No-Grade;Gundam ;2008;7006;524;26,53
GNY-001F Gundam Astraea Type-F ;1/100;No-Grade;Gundam ;2008;6944;524;26,53
Graze ;1/100;No-Grade;Iron-Blooded Orphans ;2015;7058,69;485;28,43
Graze Custom ;1/100;No-Grade;Iron-Blooded Orphans ;2016;8292,5;636;28,43
Grimgerde ;1/100;No-Grade;Iron-Blooded Orphans ;2016;7041,03;471;23,69
GT-9600 Gundam Leopard ;1/100;No-Grade;Gundam X ;2001;3998,4;342;14,21
GT-9600-D Gundam Leopard Destroy ;1/100;No-Grade;Gundam X ;;4906,06;411;11,84
Gundam Astray Blue Frame 2nd L ;1/100;No-Grade;Gundam SEED ;2004;6386;596;23,69
Gundam Astray Gold Frame ;1/100;No-Grade;Gundam SEED ;2009;6386;489;37,9
Gundam Astray Goldframe Amatsu ;1/100;No-Grade;SEED Destiny ;2006;8308;615;36,01
Gundam Astray Green Frame ;1/100;No-Grade;SEED Destiny ;2009;6386;491;23,69
Gundam Astray Mirage Frame ;1/100;No-Grade;SEED Destiny ;2009;6820;506;23,69
Gundam Astray Mirage Frame Second Issue ;1/100;No-Grade;SEED Destiny ;2010;7184,74;523;23,69
Gundam Astray Red Frame ;1/100;No-Grade;Gundam SEED ;2004;6386;446;18,95
Gundam Bael ;1/100;No-Grade;Iron-Blooded Orphans Full Mechanics ;2018;8374,61;614;30,32
Gundam Bael w/Initial Release Bonus Item ;1/100;No-Grade;Iron-Blooded Orphans Full Mechanics ;2017;9897,06;778;30,32
Gundam Barbatos ;1/100;No-Grade;Iron-Blooded Orphans ;2018;6820;501;23,69
Gundam Barbatos 6th Form ;1/100;No-Grade;Iron-Blooded Orphans ;2016;8184;673;28,43
Gundam Barbatos Lupus ;1/100;No-Grade;Iron-Blooded Orphans Full Mechanics;2018;8508,24;620;28,43
Gundam Barbatos Lupus Rex ;1/100;No-Grade;Iron-Blooded Orphans Full Mechanics ;2018;8374,61;631;30,32
Gundam Barbatos Lupus Rex w/Initial Release Bonus Item ;1/100;No-Grade;Iron-Blooded Orphans Full Mechanics ;2017;9754,15;788;30,32
Gundam F-90 ;1/100;No-Grade;Gundam F;;;582;19,74
Gundam F90 II-L Type ;1/100;No-Grade;Gundam F;;3897,95;323;11,84
Gundam F90-P Type ;1/100;No-Grade;Gundam F;;3897,95;327;11,84
Gundam F90-V ;1/100;No-Grade;Gundam F;;4017,6;336;11,84
Gundam F91 ;1/100;No-Grade;Gundam F;;3704,4;313;11,05
Gundam Fullarmor Type ;1/100;No-Grade;MSV;;4392;313;7,9
Gundam Gusion/Gundam Gusion Rebake ;1/100;No-Grade;Iron-Blooded Orphans ;2016;17433,91;1159;47,38
Gundam Kimaris ;1/100;No-Grade;Iron-Blooded Orphans ;2016;10099,44;750;28,43
Gundam Kimaris Trooper ;1/100;No-Grade;Iron-Blooded Orphans ;2016;10209,75;758;28,43
Gundam Mk-II ;1/100;No-Grade;Z Gundam;;4579,19;373;9,48
Gundam RXF91 ;1/100;No-Grade;Silhouette Formula  in U.C. ;1992;3651,18;287;13,27
Gundam RXF91 Custom ;1/100;No-Grade;Silhouette Formula  in U.C. ;1992;4612,61;364;17,06
Gundam Vidar ;1/100;No-Grade;Iron-Blooded Orphans Full Mechanics ;2018;8370;578;28,43
Guntank R-44 ;1/100;No-Grade;Gundam F;;1851,5;164;4,74
GW-9800 Gundam Air Master ;1/100;No-Grade;Gundam X ;;3802,5;330;11,84
GW-9800-B Gundam Air Master Burst ;1/100;No-Grade;Gundam X ;;4476,4;424;11,84
GX-9900 Gundam X ;1/100;No-Grade;Gundam X ;;3608,4;335;11,84
GX-9900-DV Gundam X Divider ;1/100;No-Grade;Gundam X ;;3822;348;11,84
GX-9901-DX Gundam Double X ;1/100;No-Grade;Gundam X ;;4654,65;417;14,21
Hail Buster Gundam ;1/100;No-Grade;SEED Destiny ;2009;6387,24;472;23,69
Heavy Gun ;1/100;No-Grade;Gundam F;;2703,36;231;6,32
Hyaku Shiki ;1/100;No-Grade;Z Gundam;;4573,88;362;9,48
Infinite Justice Gundam ;1/100;No-Grade;SEED Destiny ;2006;8060;565;24,64
Justice Gundam ;1/100;No-Grade;Gundam SEED ;2003;6820;500;20,85
Launcher Strike Gundam ;1/100;No-Grade;Gundam SEED ;2003;7121,71;500;20,85
Legend Gundam ;1/100;No-Grade;SEED Destiny ;2006;7006;526;24,64
Lunamaria Gunner Zaku Worrier ;1/100;No-Grade;SEED Destiny ;2005;6978,72;508;21,79
MRC-F20 Mobile Sumo ;1/100;No-Grade;Turn A Gundam ;1999;6638,73;495;23,69
MS-05 Zaku I ;1/100;No-Grade;First Gundam;1982;2821,5;240;6,63
MS-05 Zaku I ;1/100;No-Grade;First Gundam;1983;2852,85;242;6,63
MS-06 Zaku II ;1/100;No-Grade;First Gundam;1982;2852,85;237;6,63
MS-06 Zaku II ;1/100;No-Grade;First Gundam;1982;2852,85;232;6,63
MS-06-R-2 Johnny Ridden`s  Zaku II ;1/100;No-Grade;MSV;;5593,14;372;9,48
MS-06K Zaku Cannon ;1/100;No-Grade;MSV;;4228,16;316;7,9
MS-06R Zaku II Shin Matsunaga`s Customize Mobile Suit ;1/100;No-Grade;MSV;;4251,52;313;7,9
MS-06S Char`s Zaku ;1/100;No-Grade;First Gundam;1981;2702,7;235;6,63
MS-07 Gouf ;1/100;No-Grade;First Gundam;1981;3902,08;265;7,58
MS-09 Dom ;1/100;No-Grade;First Gundam;1980;4067,07;291;7,58
MS-09 Dom ;1/100;No-Grade;First Gundam;1982;4102,28;293;7,58
MS-14 Gelgoog ;1/100;No-Grade;First Gundam;1982;4089,54;266;7,58
MS-14 Gelgoog ;1/100;No-Grade;First Gundam;1981;4135,04;260;7,58
MS-14S Char`s Gelgoog ;1/100;No-Grade;First Gundam;1981;4242,67;261;7,58
MS-15 Gyan ;1/100;No-Grade;First Gundam;1982;2852,85;239;6,63
MSJ-06II-A Tieren Ground Type ;1/100;No-Grade;Gundam ;2008;7006;613;26,53
MSM-03 Gog ;1/100;No-Grade;First Gundam;1982;4219,49;303;7,58
MSM-04 Acguy ;1/100;No-Grade;First Gundam;1982;3472,08;246;6,63
MSM-04N Agguy ;1/100;No-Grade;MSV;;4076,8;297;6,32
MSM-07 Z`Gok ;1/100;No-Grade;First Gundam;1982;4076,8;281;7,58
MSM-07S Char`s Z`Gok ;1/100;No-Grade;First Gundam;1981;4032;281;7,58
MSM-08 Zogok ;1/100;No-Grade;MSV;1982;4054,4;275;7,58
Nebra Blitz Gundam ;1/100;No-Grade;SEED Destiny ;2009;7220,3;582;26,53
Nix Providence Gundam ;1/100;No-Grade;SEED Destiny ;2009;;546;23,69
NRX-0013 Gundam Virsago ;1/100;No-Grade;Gundam X ;;4663,07;361;14,21
Nu Gundam Fin-Fannel Equipment Type ;1/100;No-Grade;Char`s Counter Attack;;;778;19,74
Providence Gundam ;1/100;No-Grade;Gundam SEED ;2004;6386;527;23,69
Regen Duel Gundam ;1/100;No-Grade;SEED Destiny ;2009;6944;506;23,69
RGM-111 Hardygun ;1/100;No-Grade;Silhouette Formula  in U.C. ;1992;3506,04;283;9,48
RGM-79 GM ;1/100;No-Grade;First Gundam;1982;2802,8;205;6,63
RGM-79 GM ;1/100;No-Grade;First Gundam;1983;2902,9;209;6,63
Rick Dias ;1/100;No-Grade;Mobile Suit Gundam;;4712;412;11,37
RX-77 Gun Cannon ;1/100;No-Grade;First Gundam;1981;2761,92;258;6,63
RX-77 Gun Cannon ;1/100;No-Grade;First Gundam;1982;2821,5;262;6,63
RX-78 Gundam ;1/100;No-Grade;First Gundam;1980;2712,6;236;6,63
RX-78 Gundam ;1/100;No-Grade;First Gundam;1982;3003;240;6,63
RX-78 Perfect Gundam ;1/100;No-Grade;MSV;1984;5442,23;403;13,27
RX-99 Neo Gundam ;1/100;No-Grade;Silhouette Formula  in U.C. ;1992;3710,07;349;16,11
Saviour Gundam ;1/100;No-Grade;SEED Destiny ;2006;6944;514;24,64
Schwalbe Graze ;1/100;No-Grade;Iron-Blooded Orphans ;2016;7415,02;510;28,43
Strike Freedom Gundam ;1/100;No-Grade;SEED Destiny ;;8060;541;20,53
SVMS-010 Over Flag ;1/100;No-Grade;Gundam ;2008;5704;466;20,85
Sword Impulse Gundam ;1/100;No-Grade;SEED Destiny ;2005;;491;21,79
Sword Strike Gundam ;1/100;No-Grade;Gundam SEED ;2003;6820;489;20,85
Van Saviour Gundam ;1/100;No-Grade;SEED Destiny ;2009;;535;26,53
Vigna Ghina ;1/100;No-Grade;Gundam F;;3464,06;275;7,9
WD-M01 Turn A Gundam ;1/100;No-Grade;Turn A Gundam ;1999;4914,43;402;18,95
XM-07G Vigna Zirah ;1/100;No-Grade;Silhouette Formula  in U.C. ;1992;3532,03;296;9,48
YMS-09 Prototype Dom ;1/100;No-Grade;MSV;1983;4433,18;326;9,48
YMS-09 Tropical Test Type Dom ;1/100;No-Grade;MSV;1983;4728,72;331;9,48
Z Gundam ;1/100;No-Grade;Z Gundam;;7101,92;534;15,79
Zaku Worrier Blaze/Gunner ;1/100;No-Grade;SEED Destiny ;2005;8864,16;670;28,43
ZZ Gundam ;1/100;No-Grade;Gundam ZZ;;7190,58;570;17,37
AMX-103 Hamma-Hamma ;1/100;Reborn;Reborn-One Hundred;2017;11592,27;926;42,64
AMX-107 Bawoo ;1/100;Reborn;Reborn-One Hundred ;2016;8508,24;611;33,16
Dijeh ;1/100;Reborn;Reborn-One Hundred ;2015;8634,6;613;33,16
Efreet Custom ;1/100;Reborn;Reborn-One Hundred ;2016;8287,23;620;33,16
Guncannon Detector ;1/100;Reborn;Reborn-One Hundred ;2018;8184;615;37,9
Gundam GP04 Gerbera ;1/100;Reborn;Reborn-One Hundred ;2015;7161,71;592;33,16
Gundam Mk-III ;1/100;Reborn;Reborn-One Hundred ;2015;7224,53;547;33,16
Gyunei Guss`s Jagd Doga ;1/100;Reborn;Reborn-One Hundred ;2018;13299;949;42,64
MSN-04II Nightingale ;1/100;Reborn;Reborn-One Hundred ;2014;30040,53;1808;75,8
Vigina-Ghina ;1/100;Reborn;Reborn-One Hundred ;2018;6428,45;497;30,32
Char`s Musai ;1/1200;No-Grade;Vessels;1981;1032,19;80;2,84
Gaw ;1/1200;No-Grade;Vessels;1982;1048,32;84;2,84
Magellan ;1/1200;No-Grade;Vessels;1983;2295;201;4,74
Musai-class Light Cruiser ;1/1200;No-Grade;Vessels;1980;1048,32;80;2,84
Salamis ;1/1200;No-Grade;Vessels;1983;1334;103;3,79
White Base ;1/1200;No-Grade;Vessels;1980;4019,4;290;9,48
*Bargain Item* FF-X7-Jet Jet Core Booster ;1/144;EX;EX Model;2002;2664,75;165;28,43
Doday Two ;1/144;EX;EX Model;2001;2664,75;255;33,16
Dopp Fighter ;1/144;EX;EX Model;2001;2810,1;191;28,43
Garma`s Dopp ;1/144;EX;EX Model;2002;1206,79;90;11,37
Gundam SEED Mecha Set 1 ;1/144;EX;EX Model;2003;4960;400;33,16
Gundam SEED Mecha Set 1 ;1/144;EX;EX Model;2003;4960;400;33,16
Gundam Trailer Truck ;1/144;EX;EX Model;2001;1773,75;165;28,43
Gunperry ;1/144;EX;EX Model;2002;8556;736;61,59
Luggun and Sealanth ;1/144;EX;EX Model;2003;2761,65;190;26,53
Magella-Attack ;1/144;EX;EX Model;2006;3585,73;310;33,16
Mobile Armor Exass ;1/144;EX;EX Model;2005;3741,01;271;30,32
Mobile Armor Exass ;1/144;EX;EX Model;2005;3741,01;271;30,32
Oggo ;1/144;EX;EX Model;2007;4299,7;315;33,16
S-Gundam Attacker ;1/144;EX;EX Model;2002;2907;200;28,43
Samson Trailer ;1/144;EX;EX Model;2006;2825,68;210;28,43
YMT-05 Hildolfr ;1/144;EX;EX Model;2007;11474,58;799;64,43
Gundam Dynames ;1/144;First Grade;Gundam (FG);2007;1683;170;5,69
Gundam Exia ;1/144;First Grade;Gundam (FG);2007;1530;170;4,74
Gundam Kyrios ;1/144;First Grade;Gundam (FG);2007;1683;170;5,69
Gundam Virtue ;1/144;First Grade;Gundam (FG);2007;;170;6,63
MS-06S Char`s Zaku II ;1/144;First Grade;Gundam (FG);;1014;125;2,84
*Bargain Item* Build Hands Round Type [S,M,L] ;1/144;High Grade; Build Custom ;2018;1260,54;98;5,69
*Bargain Item* Byarlant ;1/144;High Grade;UC ;2018;7023,74;529;24,64
*Bargain Item* Galaxy Booster ;1/144;High Grade; Build Custom;2018;1260,54;118;7,58
*Bargain Item* Impluse Gundam Lancier ;1/144;High Grade; Build Divers ;2018;3819;350;18
*Bargain Item* Impulse Gundam Arc ;1/144;High Grade; Build Divers ;2018;3819;340;18
*Bargain Item* Machine Rider ;1/144;High Grade; Build Custom ;2018;2679;188;11,37
105Dagger + Gunbarrel ;1/144;High Grade; Gundam SEED MSV ;2004;4618,38;326;14,21
24th Century Weapons ;1/144;High Grade; Build Custom ;2017;1339,5;84;5,69
Act Zaku ;1/144;High Grade; Gundam The Origin ;2018;4332;323;18,95
Adele ;1/144;High Grade;AGE;2012;3227,34;246;11,37
Adele ;1/144;High Grade;AGE;2012;3238,17;245;11,37
AGX-04 Gerbera Tetra ;1/144;High Grade;UC ;2013;4560;345;17,06
Aile Strike Gundam ;1/144;High Grade;CE ;2014;3876;271;12,32
Amazing Booster ;1/144;High Grade; Build Custom ;2013;2010,96;182;6,63
Amazing Strike Freedom Gundam ;1/144;High Grade; Build Fighters ;2017;5700;478;21,79
Amazing Weapon binder ;1/144;High Grade; Build Custom ;2014;1360,8;106;4,74
Amphibian Mobile Suit Set ;1/144;High Grade;UC;2007;;832;28,43
AMS-129 Geara Zulu ;1/144;High Grade;UC ;2009;4559,17;335;17,06
AMS-129 Geara Zulu Angelo Sauper Custom ;1/144;High Grade;UC ;2010;5179,2;378;20,85
AMX-003 Gaza-C ;1/144;High Grade;UC ;2006;4417,5;341;14,21
AMX-003 Gaza-C ;1/144;High Grade;UC ;;4240,8;310;13,27
AMX-004 Qubeley ;1/144;High Grade;UC ;;4829,8;367;14,21
AMX-004-2 Qubeley Mk-II ;1/144;High Grade;UC ;;4829,8;367;14,21
AMX-011 Zaku III ;1/144;High Grade;UC ;;4829,8;369;14,21
AMX-011 Zaku III Custom ;1/144;High Grade;UC ;;4829,8;367;14,21
AMX-014 Doven Wolf ;1/144;High Grade;UC ;2013;5766;483;20,85
AMX-107 Bawoo ;1/144;High Grade;UC ;;3819;293;11,37
AMX-107 Bawoo Production Type ;1/144;High Grade;UC ;2002;3876;300;11,37
Arms Astray PMC Custom Leons Graves Custom ;1/144;High Grade; Gundam SEED ;2008;4792,32;322;14,21
Ballden Arm Arms ;1/144;High Grade; Build Custom ;2015;1332,45;122;7,58
Ballistic Weapons ;1/144;High Grade; Build Custom ;2017;1351,3;88;5,69
Baqto ;1/144;High Grade;AGE;2011;3863,08;290;14,21
Barzam ;1/144;High Grade;UC ;2017;3835,2;313;14,21
Base Jabber ;1/144;High Grade;UC ;2012;2679;260;9,48
Base Jabber Type 89 ;1/144;High Grade;UC ;2013;3294,98;269;11,37
Beargguy F ;1/144;High Grade; Build Fighters ;2014;4989,68;428;17,06
Beargguy III ;1/144;High Grade; Build Fighters ;2013;4930,28;404;17,06
Beargguy P ;1/144;High Grade; Build Fighters ;2016;5116,94;412;17,06
Beginning 30 Gundam ;1/144;High Grade;Gunpla Builders;2011;5109,42;415;20,85
Beginning D Gundam ;1/144;High Grade;Gunpla Builders;2011;4344,96;327;15,16
Beginning J Gundam ;1/144;High Grade;Gunpla Builders;2011;4344,96;329;15,16
Binder Gun ;1/144;High Grade; Build Custom ;2018;1353,6;107;5,69
Blaze Zaku Phantom Ray Use ;1/144;High Grade; Gundam SEED ;2005;;322;14,21
Blu Duel Gundam ;1/144;High Grade; Gundam SEED ;2006;4476,4;341;15,16
Blue Destiny Unit 1 `EXAM` ;1/144;High Grade;UC ;2017;3809,63;319;15,16
Blue Destiny Unit 2 `EXAM` ;1/144;High Grade;UC;2017;3809,63;343;15,16
Blue Destiny Unit 3 `EXAM` ;1/144;High Grade;UC;2018;3906,78;342;15,16
BMS-003 Shaldoll Rogue ;1/144;High Grade;AGE;2013;3081,32;230;12,32
BMS-005 G Xiphos ;1/144;High Grade;AGE;2013;3852,68;280;14,21
Build Booster ;1/144;High Grade; Build Custom ;2013;1348,43;96;4,74
Build Booster Mk-II ;1/144;High Grade; Build Custom ;2013;1368;108;5,69
Build Burning Gundam ;1/144;High Grade; Build Fighters ;2014;3863,08;272;13,27
Build Gundam Mk-II ;1/144;High Grade; Build Fighters ;2013;3933;326;17,06
Build Hands Square Type [S,M,L] ;1/144;High Grade; Build Custom ;2018;1260,54;97;5,69
Build Strike Galaxy Cosmos ;1/144;High Grade; Build Fighters;2018;4369,87;370;17,06
Build Strike Gundam Full Package ;1/144;High Grade; Build Fighters ;2013;3863,08;279;13,27
Byarlant Custom ;1/144;High Grade;UC ;2012;6460,27;504;24,64
Calamity Gundam ;1/144;High Grade; Gundam SEED ;2003;;265;11,37
Catsith ;1/144;High Grade; Reconguista in G ;2015;4351,35;313;17,06
Cgue D.E.E.P. Arms ;1/144;High Grade; Gundam SEED MSV ;2004;4559,17;315;14,21
Changeling Rifle ;1/144;High Grade; Build Custom ;2018;1260,54;85;5,69
Chaos Gundam ;1/144;High Grade; Gundam SEED ;2004;4476,4;322;14,21
Char Aznable`s Custom Zaku II  ;1/144;High Grade; Gundam The Origin ;2015;4416,36;366;16,11
Cherdim Gundam Saga Type.GBF ;1/144;High Grade; Build Fighters ;2017;4997,93;370;17,06
Chinagguy ;1/144;High Grade; Build Fighters ;2017;3833,47;296;20,85
Clanche ;1/144;High Grade;AGE;2012;3863,08;268;12,32
Crossbone Gundam Maoh ;1/144;High Grade; Build Fighters ;2014;3697,58;274;17,06
Crossbone Gundam X1 ;1/144;High Grade;UC ;2014;4047;278;17,06
Crossbone Gundam X1 Full Cloth TYPE.GBFT ;1/144;High Grade; Build Fighters ;2015;4446;358;20,85
D-50C Loto Twin Set ;1/144;High Grade;UC ;2010;4576,42;339;15,16
Dahak ;1/144;High Grade; Reconguista in G ;2015;4560;309;17,06
Danazine ;1/144;High Grade;AGE;2012;3842,75;308;14,21
Dark Matter Booster ;1/144;High Grade; Build Custom ;2014;1339,5;102;5,69
Delta Gundam ;1/144;High Grade;UC ;2012;5391,36;404;39,8
Delta Plus ;1/144;High Grade;UC ;2010;4888,7;354;20,85
Denial Gundam ;1/144;High Grade; Build Fighters ;2015;4584;357;17,06
Destiny Gundam ;1/144;High Grade; Gundam SEED ;2005;4476,4;341;15,16
Dimension Build Knuckles [Kaku] ;1/144;High Grade; Build Custom ;2015;1348,43;98;5,69
Dimension Build Knuckles [Maru] ;1/144;High Grade; Build Custom;2016;1260,54;99;5,69
Diver Ace Unit ;1/144;High Grade; Build Custom ;2018;1909,5;115;6,63
Diver Gear ;1/144;High Grade; Build Custom ;2018;2521,08;172;6,63
Dom R35 ;1/144;High Grade; Build Fighters ;2015;4446;393;17,06
Dom Test Prototype ;1/144;High Grade; Gundam The Origin ;2016;4275;344;18,95
Dorado ;1/144;High Grade;AGE;2012;3227,34;254;11,37
Doven Wolf ;1/144;High Grade;UC ;2014;6016,92;467;20,85
Dread Nought Gundam ;1/144;High Grade; Gundam SEED MSV ;2004;4618,38;293;14,21
Dreissen ;1/144;High Grade;UC ;2011;5766;455;18,95
Dreissen ;1/144;High Grade;UC ;2014;5915,42;449;18,95
Elf Bullock ;1/144;High Grade; Reconguista in G ;2015;4412,1;363;17,06
EMS10 Zudah ;1/144;High Grade;UC ;2006;4240,8;293;13,27
Ewac-Zack ;1/144;High Grade;UC ;2009;4499,96;336;15,16
Extreme Gundam ;1/144;High Grade; (Gundam Thunderbolt);2011;3865,66;284;15,16
Ez-Arms ;1/144;High Grade; Build Custom ;2014;1348,43;93;5,69
Farsia ;1/144;High Grade;AGE;2012;3294,98;254;11,37
Forbidden Gundam ;1/144;High Grade; Gundam SEED ;2003;4417,5;322;14,21
Force Impulse Gundam ;1/144;High Grade;CE Revive ;2016;3990;332;17,06
Force Impulse Gundam ;1/144;High Grade; Gundam SEED ;2004;4417,5;322;14,21
Freedom Gundam ;1/144;High Grade;CE Revive ;2015;3933;364;17,06
Full Armor 7th Gundam ;1/144;High Grade;UC ;2009;4367,59;297;14,21
Full Armor Gundam ;1/144;High Grade; (Gundam Thunderbolt);2016;4313,85;427;25,58
Full Armor Gundam ;1/144;High Grade; (Gundam Thunderbolt);2013;4529,6;472;25,58
Full Armor Unicorn Gundam ;1/144;High Grade;UC ;2016;8060;708;32,22
Full Armor Unicorn Gundam ;1/144;High Grade;UC ;2014;8246;665;30,32
Full Armor Unicorn Gundam ;1/144;High Grade;UC ;2013;6944;543;28,43
G Bouncer ;1/144;High Grade;AGE;2012;3876;278;14,21
G-Armor ;1/144;High Grade;UC ;2004;7161;522;26,53
G-Exes ;1/144;High Grade;AGE;2011;3238,17;228;11,37
G-Exes Jack Edge ;1/144;High Grade;AGE;2012;3283,96;248;11,37
G-Lucifer ;1/144;High Grade; Reconguista in G ;2015;4689,9;361;18,95
G-Saviour Space Mode ;1/144;High Grade;UC;2000;3501,6;259;14,21
Gaeon ;1/144;High Grade; Reconguista in G ;2015;4416,36;378;17,06
Gafran ;1/144;High Grade;AGE;2011;3283,96;250;11,37
Gaia Gundam;1/144;High Grade; Gundam SEED ;2005;4476,4;322;14,21
Gaia Gundam Andrew Waldfeld Custom ;1/144;High Grade; Gundam SEED ;2005;4476,4;285;14,21
Galbaldy Beta ;1/144;High Grade;UC ;2018;3990;325;14,21
Galbaldy Rebake ;1/144;High Grade; Build Divers ;2018;5415;483;20,85
GAT-01A1 105 Slaughter ;1/144;High Grade; Gundam SEED ;2006;3829,9;264;11,37
GAT-X102 Duel Gundam Assault Shroud ;1/144;High Grade; Gundam SEED ;2002;3732,93;265;11,37
GAT-X103 Buster Gundam ;1/144;High Grade; Gundam SEED ;2003;3306;265;9,48
GAT-X103AP Verde Buster Gundam ;1/144;High Grade; Gundam SEED ;2006;4600,13;355;15,16
GAT-X105 Aile Strike Gundam ;1/144;High Grade; Gundam SEED ;2002;3732,93;265;11,37
GAT-X105E Strike Noerl Gundam ;1/144;High Grade; Gundam SEED ;2006;4721,18;322;14,21
GAT-X207 Blitz Gundam ;1/144;High Grade; Gundam SEED ;2003;3772,64;265;11,37
GAT-X303 Aegis Gundam ;1/144;High Grade; Gundam SEED ;2002;3732,93;265;11,37
Geara Doga ;1/144;High Grade;UC ;2008;4535,3;367;17,06
Geara Doga ;1/144;High Grade;UC ;2009;4712;367;17,06
Geara Ghirarga ;1/144;High Grade; Build Divers ;2018;4446;329;17,06
Geara Zulu ;1/144;High Grade;UC ;;4920,24;382;18,95
Geirail ;1/144;High Grade; Iron-Blooded Orphans ;2016;3193,37;245;9,48
Genoace ;1/144;High Grade;AGE;2011;3249;226;11,37
Genoace Custom ;1/144;High Grade;AGE;2011;3238,17;230;11,37
Genoace II ;1/144;High Grade;AGE;2012;3266,68;233;11,37
Ghirarga ;1/144;High Grade;AGE;2012;3819;262;12,32
Giant Gatling ;1/144;High Grade; Build Custom ;2015;1304,1;104;5,69
Ginn Hi Maneuver 2 ;1/144;High Grade; Gundam SEED ;2005;4476,4;308;14,21
Ginn Type Insurgentt ;1/144;High Grade; Gundam SEED ;2006;3850,16;282;11,37
GM ;1/144;High Grade; (Gundam Thunderbolt);2013;3809,63;302;17,06
GM ;1/144;High Grade; (Gundam Thunderbolt);2016;3896,4;306;17,06
GM Command Space Use ;1/144;High Grade;UC ;2004;2575,87;228;7,58
GM Ground Type ;1/144;High Grade;UC ;2017;3990;276;14,21
GM Guard Custom ;1/144;High Grade; Gundam The Origin ;2018;3697,58;295;17,06
GM II ;1/144;High Grade;UC ;2011;3249;257;13,27
GM III Beam Master ;1/144;High Grade; Build Divers ;2018;4201,8;381;17,06
GM Intercept Custom ;1/144;High Grade; Gundam The Origin ;2018;3855,6;268;17,06
GM Sniper II ;1/144;High Grade;UC ;2012;3408,6;291;14,21
GM Sniper K9 ;1/144;High Grade; Build Fighters ;2014;4544,8;386;17,06
GM/GM ;1/144;High Grade; Build Fighters ;2017;3231,9;272;15,16
GM/GM Weapons ;1/144;High Grade; Build Custom;2017;1377,12;84;5,69
God Gundam ;1/144;High Grade;FC ;2010;4225,92;297;17,06
Gouf ;1/144;High Grade;UC Revive ;2016;3876;296;14,21
Gouf Ignited Heine Custom ;1/144;High Grade; Gundam SEED ;2005;4514,48;322;14,21
Gouf Ignited Mass Production Type ;1/144;High Grade; Gundam SEED ;2005;4476,4;322;14,21
Gouf R35 ;1/144;High Grade; Build Fighters ;2014;3697,58;320;14,21
GPB-04B Beacguy ;1/144;High Grade;Gunpla Builders;2010;4888,7;387;17,06
