Nombre;Escala;Detalle;Serie;Year;Embalaje;Peso;Precio
RGM-79D GM Cold Districts Type ;1/144;High Grade;UC ;2003;2664,75;220,00;7,58
RGM-79G GM Command ;1/144;High Grade;UC ;2004;2664,75;218,00;7,58
MSM-03 Gogg ;1/144;High Grade;UC ;;3052,35;218,00;7,58
RX-77-2 Gun Cannon ;1/144;High Grade;UC ;;;218,00;7,58
Diver Ace Unit ;1/144;High Grade; Build Custom ;2018;1909,50;115,00;6,63
Amazing Booster ;1/144;High Grade; Build Custom ;2013;2010,96;182,00;6,63
Diver Gear ;1/144;High Grade; Build Custom ;2018;2521,08;172,00;6,63
Gundam AGE-2 Normal ;1/144;No-Grade;AG;2012;1691,25;155,00;6,63
Gundam Virtue ;1/144;First Grade;Gundam (FG);2007;;170,00;6,63
RB-79K Ball ;1/144;No-Grade;Gundam (LM);1996;;100,00;6,63
MSM-07 Z`Gok Mass Production Type ;1/144;High Grade;UC ;;2664,75;221,00;6,63
MSM-07S Char`s Z`Gok ;1/144;High Grade;UC ;2001;2664,75;221,00;6,63
RGM-79 GM ;1/144;High Grade;UC ;2001;2664,75;200,00;6,63
RGM-79 ;1/144;High Grade; Gundam The th MS Team;;2413,00;225,00;6,32
RX-79 Ez8 Gundam Ez-8 ;1/144;High Grade; Gundam The th MS Team;;2413,00;231,00;6,32
MS-06J Zaku II ;1/144;High Grade; Gundam The th MS Team;;2776,19;228,00;6,32
MS-07B3 Gouf Custom ;1/144;High Grade; Gundam The th MS Team;;2907,00;224,00;6,32
Re-GZ ;1/144;No-Grade;Char`s Counter Attack;;2819,79;220,00;6,32
Jagd Doga ;1/144;No-Grade;Char`s Counter Attack;;2839,68;250,00;6,32
Jagd Doga ;1/144;No-Grade;Char`s Counter Attack;;2839,68;250,00;6,32
v Gundam ;1/144;No-Grade;Char`s Counter Attack;;3306,00;230,00;6,32
MS-18E Kampfer ;1/144;No-Grade;Gundam ;;2827,26;216,00;6,32
RX-78NT-1 Gundam NT-1 ;1/144;No-Grade;Gundam ;;;233,00;6,32
XXXG-00W0 Wing Gundam Zero Ver. WF ;1/144;No-Grade;Gundam W;;1756,21;181,00;6,32
NRX-0015 Gundam Ashtaron ;1/144;No-Grade;Gundam X;;2776,19;235,00;6,32
Hamma-Hamma ;1/144;No-Grade;Gundam ZZ;;2459,52;205,00;6,32
Dreissen ;1/144;No-Grade;Gundam ZZ;;4242,67;327,00;6,32
MS-14B Gelgoog 14B ;1/144;No-Grade;MSV;;3458,75;256,00;6,32
Dimension Build Knuckles [Maru] ;1/144;High Grade; Build Custom;2016;1260,54;99,00;5,69
Ninpulse Beams ;1/144;High Grade; Build Custom;2017;1368,00;77,00;5,69
GM/GM Weapons ;1/144;High Grade; Build Custom;2017;1377,12;84,00;5,69
Portant Flyer ;1/144;High Grade; Build Custom ;2015;1225,50;93,00;5,69
Kurenai Weapon ;1/144;High Grade; Build Custom ;2015;1260,54;84,00;5,69
Gya Eastern Weapons ;1/144;High Grade; Build Custom ;2016;1260,54;82,00;5,69
The Northern Pod ;1/144;High Grade; Build Custom ;2016;1260,54;99,00;5,69
Build Hands Square Type [S,M,L] ;1/144;High Grade; Build Custom ;2018;1260,54;97,00;5,69
*Bargain Item* Build Hands Round Type [S,M,L] ;1/144;High Grade; Build Custom ;2018;1260,54;98,00;5,69
Changeling Rifle ;1/144;High Grade; Build Custom ;2018;1260,54;85,00;5,69
Giant Gatling ;1/144;High Grade; Build Custom ;2015;1304,10;104,00;5,69
Mega Ride Launcher ;1/144;High Grade; Build Custom ;2014;1325,40;96,00;5,69
Mock Army Set ;1/144;High Grade; Build Custom ;2015;1325,40;94,00;5,69
Dark Matter Booster ;1/144;High Grade; Build Custom ;2014;1339,50;102,00;5,69
Powered Arms Powerder ;1/144;High Grade; Build Custom ;2014;1339,50;115,00;5,69
24th Century Weapons ;1/144;High Grade; Build Custom ;2017;1339,50;84,00;5,69
Ez-Arms ;1/144;High Grade; Build Custom ;2014;1348,43;93,00;5,69
Dimension Build Knuckles [Kaku] ;1/144;High Grade; Build Custom ;2015;1348,43;98,00;5,69
Ballistic Weapons ;1/144;High Grade; Build Custom ;2017;1351,30;88,00;5,69
Binder Gun ;1/144;High Grade; Build Custom ;2018;1353,60;107,00;5,69
Spinning Blaster ;1/144;High Grade; Build Custom ;2018;1357,36;97,00;5,69
Hyper Gunpla Battle Weapons ;1/144;High Grade; Build Custom ;2014;1360,80;110,00;5,69
Build Booster Mk-II ;1/144;High Grade; Build Custom ;2013;1368,00;108,00;5,69
Matsuri Weapon ;1/144;High Grade; Build Custom ;2013;1389,15;87,00;5,69
MS Option Set 5 & Tekkadan Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2016;1235,30;100,00;5,69
MS Option Set 4 & Union Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2016;1260,54;100,00;5,69
MS Option Set 3 & Gjallarhorn Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2016;1288,55;86,00;5,69
MS Option Set 8 & SAU Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2017;1325,40;95,00;5,69
MS Option Set 1 & CGS Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2015;1341,33;99,00;5,69
MS Option Set 2 & CGS Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2015;1357,36;124,00;5,69
MS Option Set 6 & HD Mobile Worker ;1/144;High Grade; Iron-Blooded Arms ;2016;1377,12;100,00;5,69
MS Option Set 7 ;1/144;High Grade; Iron-Blooded Arms ;2016;1431,93;100,00;5,69
MS Option Set 9 ;1/144;High Grade; Iron-Blooded Arms ;2017;2056,32;138,00;5,69
Pandagguy ;1/144;High Grade; Petit`Gguy ;2016;1260,54;117,00;5,69
Genoace II ;1/144;No-Grade;AG;2012;1599,00;127,00;5,69
Gundam AGE-1 Titus ;1/144;No-Grade;AG;2011;1609,66;130,00;5,69
Zedas ;1/144;No-Grade;AG;2011;1609,66;132,00;5,69
G-Exes ;1/144;No-Grade;AG;2011;1617,51;125,00;5,69
Gundam AGE-1 Spallow ;1/144;No-Grade;AG;2011;1617,51;118,00;5,69
Adele ;1/144;No-Grade;AG;2012;1620,32;119,00;5,69
Gafran ;1/144;No-Grade;AG;2011;1628,22;128,00;5,69
Genoace ;1/144;No-Grade;AG;2011;1628,22;120,00;5,69
Genoace Custom ;1/144;No-Grade;AG;2011;1628,22;123,00;5,69
Gundam AGE-1 Normal ;1/144;No-Grade;AG;2011;1628,22;123,00;5,69
Zeidora ;1/144;No-Grade;AG;2012;1637,70;138,00;5,69
MSN 02 Zeong ;1/144;No-Grade;First Gundam;1981;2436,48;203,00;5,69
RX-75 Gun Tank ;1/144;No-Grade;First Gundam;1981;2449,17;194,00;5,69
MSM-10 Zock ;1/144;No-Grade;First Gundam;1981;2879,28;203,00;5,69
Gundam Dynames ;1/144;First Grade;Gundam (FG);2007;1683,00;170,00;5,69
Gundam Kyrios ;1/144;First Grade;Gundam (FG);2007;1683,00;170,00;5,69
YMS-09 Tropical Test Type Dom ;1/144;No-Grade;MSV;1983;2446,08;191,00;5,69
MS-06V Zaku Tank ;1/144;No-Grade;MSV;;2547,36;181,00;5,69
MRC-F20 Mobile Sumo ;1/144;No-Grade;Turn A Gundam ;1999;1649,20;165,00;5,69
CONCEPT-X Mobile Turn X ;1/144;No-Grade;Turn A Gundam ;1999;1814,12;175,00;5,69
MRC-F20 Mobile Sumo ;1/144;No-Grade;Turn A Gundam ;1999;1826,50;163,00;5,69
Geara Doga ;1/144;No-Grade;Char`s Counter Attack;;2790,72;229,00;5,53
Bolt Gundam Hyper Mode Ver. ;1/144;No-Grade;G Gundam;;1535,96;139,00;5,53
G Gundam Hyper Mode Ver. ;1/144;No-Grade;G Gundam;;1548,00;133,00;5,53
Gundam Rose Hyper Mode Ver. ;1/144;No-Grade;G Gundam;;1548,00;124,00;5,53
Dragon Gundam Hyper Mode Ver. ;1/144;No-Grade;G Gundam;;1550,25;127,00;5,53
Gundam Maxter Hyper Mode Ver. ;1/144;No-Grade;G Gundam;;1565,57;127,00;5,53
MSM-03/C Hygog ;1/144;No-Grade;Gundam ;;;228,00;5,53
MS-09RII Rick-DomII ;1/144;No-Grade;Gundam ;;;232,00;5,53
MS-14JG Gelgoog-J ;1/144;No-Grade;Gundam ;;;207,00;5,53
XXXG-00W0 Wing Gundam Zero ;1/144;No-Grade;Gundam W ;;1785,58;174,00;5,53
XXXG-01S2 Altron Gundam ;1/144;No-Grade;Gundam W ;;1793,88;176,00;5,53
XXXG-01D2 Gundam Deathscythe Hell ;1/144;No-Grade;Gundam W ;;1850,51;175,00;5,53
GX-9901-DX Gundam Double X ;1/144;No-Grade;Gundam X;;1782,00;180,00;5,53
Dowadge ;1/144;No-Grade;Gundam ZZ;;2763,26;230,00;5,53
Galluss-J ;1/144;No-Grade;Gundam ZZ;;2801,66;214,00;5,53
Zssa ;1/144;No-Grade;Gundam ZZ;;2847,05;230,00;5,53
Regelgu ;1/144;No-Grade;Gundam ZZ;;2917,98;262,00;5,53
Jamru-Fin ;1/144;No-Grade;Gundam ZZ;;2917,98;222,00;5,53
EWAC-Zack ;1/144;No-Grade;Gundam ZZ;;4206,61;279,00;5,53
Gundam RX-78 GP01 ;1/144;No-Grade;Stardust Memory;;;181,00;5,53
Gun Blastor ;1/144;No-Grade;V Gundam;;1741,50;164,00;5,53
V2 Gundam ;1/144;No-Grade;V Gundam;;1793,88;166,00;5,53
V-Dash Gundam ;1/144;No-Grade;V Gundam;;1797,40;158,00;5,53
Abigor ;1/144;No-Grade;V Gundam;;2724,48;218,00;5,53
PMX-001 Palace-Athne ;1/144;No-Grade;Z Gundam;;2801,66;183,00;5,53
RX-110 Gabthley ;1/144;No-Grade;Z Gundam;;2816,26;201,00;5,53
MSK-008 Dijeh ;1/144;No-Grade;Z Gundam;;2835,97;183,00;5,53
G Defenser ;1/144;No-Grade;Z Gundam;;2850,82;205,00;5,53
ORX-05 Gaplant ;1/144;No-Grade;Z Gundam;;2854,47;235,00;5,53
MSA-005 Methuss ;1/144;No-Grade;Z Gundam;;;219,00;5,53
Petitgguy Bitter Sweet & Chocolate ;1/144;High Grade; Petit`Gguy ;2017;1273,10;95,00;5,21
Petitgguy Soda Pop Blue & Ice Candy ;1/144;High Grade; Petit`Gguy ;2017;1314,50;96,00;5,21
Petitgguy Surf Green & Guitar ;1/144;High Grade; Petit`Gguy ;2016;1350,22;99,00;5,21
Petitgguy Rapapan Purple & Drum ;1/144;High Grade; Petit`Gguy ;2016;1353,60;100,00;5,21
Petitgguy Stray Black & Cat Costume ;1/144;High Grade; Petit`Gguy ;2016;1360,80;98,00;5,21
Petitgguy Pretty in Pink & Peti Petitgguy ;1/144;High Grade; Petit`Gguy ;2017;1405,81;97,00;5,21
Petitgguy Bow-wow White & Dog Costume ;1/144;High Grade; Petit`Gguy ;2016;1417,50;98,00;5,21
Build Booster ;1/144;High Grade; Build Custom ;2013;1348,43;96,00;4,74
Amazing Weapon binder ;1/144;High Grade; Build Custom ;2014;1360,80;106,00;4,74
Petitgguy Setsuna F Seiei Blue & Placard ;1/144;High Grade; Petit`Gguy;2017;1260,54;102,00;4,74
Petitgguy Tieria Erde Purple & Placard ;1/144;High Grade; Petit`Gguy;2018;1260,54;103,00;4,74
Petitgguy Graham Aker White & Placard ;1/144;High Grade; Petit`Gguy;2017;1325,40;102,00;4,74
Petitgguy Lockon Stratos Green & Placard ;1/144;High Grade; Petit`Gguy;2017;1332,45;102,00;4,74
Petitgguy Allelujah Haptism Orange & Placard ;1/144;High Grade; Petit`Gguy;2018;1353,60;102,00;4,74
Petitgguy Divers Blue & Placard ;1/144;High Grade; Petit`Gguy ;2018;1260,54;102,00;4,74
Petitgguy Rusty Orange & Placard ;1/144;High Grade; Petit`Gguy ;2017;1325,40;102,00;4,74
Petitgguy Burning Red ;1/144;High Grade; Petit`Gguy ;2015;1334,24;96,00;4,74
Petitgguy Lightning Blue ;1/144;High Grade; Petit`Gguy ;2015;1339,50;96,00;4,74
Petitgguy Surfacer Gray & Placard ;1/144;High Grade; Petit`Gguy ;2017;1339,50;103,00;4,74
Petitgguy Future Pink ;1/144;High Grade; Petit`Gguy ;2015;1348,43;95,00;4,74
Petitgguy Milk White ;1/144;High Grade; Petit`Gguy ;2016;1348,43;98,00;4,74
Petitgguy Cha-Cha-Cha Brown ;1/144;High Grade; Petit`Gguy ;2016;1364,50;98,00;4,74
Petitgguy Winning Yellow ;1/144;High Grade; Petit`Gguy ;2015;1368,00;96,00;4,74
Dodai YS ;1/144;No-Grade;First Gundam;1981;2203,20;157,00;4,74
MS-R09 Rick Dom ;1/144;No-Grade;First Gundam;1981;2269,50;166,00;4,74
MS-14S Char`s Gelgoog ;1/144;No-Grade;First Gundam;1981;2278,40;153,00;4,74
MS-14 Gelgoog ;1/144;No-Grade;First Gundam;1982;2295,00;153,00;4,74
MSM-07/E Zugock-E ;1/144;No-Grade;Gundam ;;;206,00;4,74
MS-06FZ Zaku-FZ ;1/144;No-Grade;Gundam ;;;203,00;4,74
Gundam Exia ;1/144;First Grade;Gundam (FG);2007;1530,00;170,00;4,74
OZ-13MS Gundam Epyon Ver. WF ;1/144;No-Grade;Gundam W;;1555,20;152,00;4,74
XXXG-01W Wing Gundam Ver. WF ;1/144;No-Grade;Gundam W;;1572,82;148,00;4,74
XXXG-01S Shenlong Gundam Ver. WF ;1/144;No-Grade;Gundam W;;1572,82;140,00;4,74
XXXG-01D Gundam Deathscythe Ver. WF ;1/144;No-Grade;Gundam W;;1583,23;136,00;4,74
XXXG-01H Gundam Heavy Arms Ver. WF ;1/144;No-Grade;Gundam W;;1583,23;138,00;4,74
XXXG-01SR Gundam Sandrock Ver. WF ;1/144;No-Grade;Gundam W;;1593,65;132,00;4,74
R-Jarja ;1/144;No-Grade;Gundam ZZ;;1836,80;309,00;4,74
Gazu R/L ;1/144;No-Grade;Gundam ZZ;;2466,46;188,00;4,74
Gaza-D ;1/144;No-Grade;Gundam ZZ;;2480,02;190,00;4,74
Bawoo ;1/144;No-Grade;Gundam ZZ;;2500,13;202,00;4,74
Desert Zaku ;1/144;No-Grade;Gundam ZZ;;2524,30;197,00;4,74
Zaku Marina ;1/144;No-Grade;Gundam ZZ;;2524,30;194,00;4,74
ZZ Gundam ;1/144;No-Grade;Gundam ZZ;;2623,67;209,00;4,74
Ga-Zowmn ;1/144;No-Grade;Gundam ZZ;;2906,67;229,00;4,74
YMS-09 Proto Type Dom ;1/144;No-Grade;MSV;;2446,08;190,00;4,74
RX-78 Perfect Gundam ;1/144;No-Grade;MSV;;2483,26;201,00;4,74
MS-06R-2 Johnny Ridden`s Zaku II ;1/144;No-Grade;MSV;;2503,44;200,00;4,74
MSN-01 High Mobility Type Zaku ;1/144;No-Grade;MSV;;2513,87;208,00;4,74
MS-14C Gelgoog Cannon ;1/144;No-Grade;MSV;;2524,30;197,00;4,74
MS-06Z Z Type Zaku ;1/144;No-Grade;MSV;;2527,61;212,00;4,74
WD-M01 Turn A Gundam ;1/144;No-Grade;Turn A Gundam ;1999;1543,10;145,00;4,74
AMX-109 Mobile Kapool ;1/144;No-Grade;Turn A Gundam ;1999;1543,10;138,00;4,74
FLAT-L06D Mobile Flat ;1/144;No-Grade;Turn A Gundam ;1999;1634,00;139,00;4,74
Zollidia ;1/144;No-Grade;V Gundam;1993;1555,20;146,00;4,74
Weapons Set ;1/144;No-Grade;V Gundam;1993;1612,50;115,00;4,74
RX-139 Hambrabi ;1/144;No-Grade;Z Gundam;;1197,99;186,00;4,74
Hyaku Shiki ;1/144;No-Grade;Z Gundam;;2524,30;196,00;4,74
MS-06V Zaku Tank ;1/144;No-Grade;Z-MSV;;2446,08;175,00;4,74
Jegan ;1/144;No-Grade;Char`s Counter Attack;;1848,92;153,00;3,95
Bolt Gundam ;1/144;No-Grade;G Gundam;;1525,86;141,00;3,95
Rising Gundam ;1/144;No-Grade;G Gundam;;1525,86;135,00;3,95
Gundam Spiegel ;1/144;No-Grade;G Gundam;;1540,05;131,00;3,95
Dragon Gundam ;1/144;No-Grade;G Gundam;;1565,57;127,00;3,95
Gundam Rose ;1/144;No-Grade;G Gundam;;1565,57;125,00;3,95
Master Gundam ;1/144;No-Grade;G Gundam;;1575,94;149,00;3,95
Gundam Maxter ;1/144;No-Grade;G Gundam;;1623,25;130,00;3,95
G Gundam ;1/144;No-Grade;G Gundam ;;1525,86;132,00;3,95
Shining Gundam ;1/144;No-Grade;G Gundam ;;1649,20;134,00;3,95
RGM-79GS GM-Command Space ;1/144;No-Grade;Gundam ;;;150,00;3,95
OZ-00MS Tallgeese ;1/144;No-Grade;Gundam W ;;1515,75;152,00;3,95
OZ-13MSX1 Vayeate ;1/144;No-Grade;Gundam W ;;1515,75;151,00;3,95
OZ-13MS Gundam Epyon ;1/144;No-Grade;Gundam W ;;1532,95;144,00;3,95
OZ-00MS2 Tallgeese II ;1/144;No-Grade;Gundam W ;;1532,95;156,00;3,95
XXXG-01H Gundam Heavyarms ;1/144;No-Grade;Gundam W ;;1548,00;129,00;3,95
XXXG-01S Shenlong Gundam ;1/144;No-Grade;Gundam W ;;1558,32;127,00;3,95
XXXG-01SR Gundam Sandrock ;1/144;No-Grade;Gundam W ;;1565,57;128,00;3,95
OZ-13MSX2 Mercurius ;1/144;No-Grade;Gundam W ;;1575,94;149,00;3,95
XXXG-01W  Wing Gundam ;1/144;No-Grade;Gundam W ;;1612,50;141,00;3,95
XXXG-01D Gundam Deathscythe ;1/144;No-Grade;Gundam W ;;1634,00;130,00;3,95
GT-9600 Gundam Leopard ;1/144;No-Grade;Gundam X;;1550,25;145,00;3,95
NRX-0013 Gundam Virsago ;1/144;No-Grade;Gundam X;;1550,25;161,00;3,95
GW-9800-B Gundam Air Master Burst ;1/144;No-Grade;Gundam X;;1550,25;144,00;3,95
GX-9900 Gundam X ;1/144;No-Grade;Gundam X;;1568,64;139,00;3,95
GX-9900-DV Gundam X Divider ;1/144;No-Grade;Gundam X;;1630,80;142,00;3,95
NRX-0013-CB Gundam Virsago Chest Brake ;1/144;No-Grade;Gundam X;;1641,60;158,00;3,95
GW-9800 Gundam Air Master ;1/144;No-Grade;Gundam X;;1652,40;136,00;3,95
GT-9600-D Gundam Leopard Destroy ;1/144;No-Grade;Gundam X;;;160,00;3,95
MS-06E Zaku Recon ;1/144;No-Grade;MSV;;2273,30;165,00;3,95
MS-06D Zaku Desert Type ;1/144;No-Grade;MSV;;2295,00;175,00;3,95
MS-06M Zaku Marine Type ;1/144;No-Grade;MSV;;2304,00;172,00;3,95
MS-06R Zaku II ;1/144;No-Grade;MSV;;2304,00;174,00;3,95
MS-07H Gouf Flying ;1/144;No-Grade;MSV;;2313,00;174,00;3,95
RX-77-4 Guncannon II ;1/144;No-Grade;MSV;;2313,00;184,00;3,95
MS-06E-3 Zaku Flipper ;1/144;No-Grade;MSV;;2318,77;174,00;3,95
MS-06K Zakucannon ;1/144;No-Grade;MSV;;2340,90;176,00;3,95
MSM-04G JUAGG ;1/144;No-Grade;MSV;;;182,00;3,95
Contio ;1/144;No-Grade;V Gundam;;1522,80;149,00;3,95
Zoloat ;1/144;No-Grade;V Gundam;;1532,95;143,00;3,95
Javerin ;1/144;No-Grade;V Gundam;;1553,26;135,00;3,95
Shy-Tarn ;1/144;No-Grade;V Gundam;;1555,20;160,00;3,95
Tomliat ;1/144;No-Grade;V Gundam;;1555,20;148,00;3,95
Gun EZ ;1/144;No-Grade;V Gundam;;1565,57;135,00;3,95
Rig Shokew ;1/144;No-Grade;V Gundam;;1568,64;142,00;3,95
V Gundam ;1/144;No-Grade;V Gundam;;1575,94;133,00;3,95
V2 Buster Gundam ;1/144;No-Grade;V Gundam;;1575,94;149,00;3,95
Janes Gun ;1/144;No-Grade;V Gundam;;1575,94;133,00;3,95
RMS-108 Marasai ;1/144;No-Grade;Z Gundam;;1720,86;160,00;3,95
Nemo ;1/144;No-Grade;Z Gundam;;1889,12;148,00;3,95
Z-Gundam ;1/144;No-Grade;Z Gundam;;1972,25;158,00;3,95
RMS-117 Galbaldy Beta ;1/144;No-Grade;Z Gundam;;1980,83;148,00;3,95
Gundam MK-II ;1/144;No-Grade;Z Gundam;;2021,25;154,00;3,95
Zaku Cannon ;1/144;No-Grade;Z-MSV;;2295,00;174,00;3,95
MS-06E Zaku Recon ;1/144;No-Grade;Z-MSV;;2313,00;164,00;3,95
MS-07H Gouf Flying Test Type ;1/144;No-Grade;Z-MSV;;2340,00;171,00;3,95
MS-06M Marine Hi-zack ;1/144;No-Grade;Z-MSV;;2358,72;170,00;3,95
Magella Attack ;1/144;No-Grade;First Gundam;1982;1324,80;106,00;3,79
MSN-03 Gogg ;1/144;No-Grade;First Gundam;1981;1392,00;116,00;3,79
MSM-04N Agguy ;1/144;No-Grade;MSV;;1324,80;127,00;3,16
RX-78-1 Proto Type Gundam ;1/144;No-Grade;MSV;;1334,00;120,00;3,16
MSM-08 Zogok ;1/144;No-Grade;MSV;;1344,20;137,00;3,16
RGC-80 GM Cannon ;1/144;No-Grade;MSV;;1363,00;130,00;3,16
FA-78-1 Gundam Full Armor Type ;1/144;No-Grade;MSV;;1369,82;130,00;3,16
RGM-79 GM Sniper Custom ;1/144;No-Grade;MSV;;1376,63;127,00;3,16
MS-06F Zaku Mine Layer ;1/144;No-Grade;MSV;;1481,90;140,00;3,16
RMS-179 GM II ;1/144;No-Grade;Z Gundam;;1405,92;125,00;3,16
RGM-79 GM Sniper Custom ;1/144;No-Grade;Z-MSV;;1353,60;128,00;3,16
RGC-80 GM Cannon ;1/144;No-Grade;Z-MSV;;1405,92;124,00;3,16
RGM-79 GM ;1/144;No-Grade;First Gundam;1981;983,04;86,00;2,84
MSM-04 Acguy ;1/144;No-Grade;First Gundam;1981;983,04;100,00;2,84
MS-05 Zaku ;1/144;No-Grade;First Gundam;1981;983,04;93,00;2,84
RX-78 Gundam ;1/144;No-Grade;First Gundam;1980;988,00;88,00;2,84
MSM-07S Char`s Z`Gok ;1/144;No-Grade;First Gundam;1981;1028,69;92,00;2,84
RX-77 Gun Cannon ;1/144;No-Grade;First Gundam;1981;1028,69;96,00;2,84
Weapons For Mobile Suit ;1/144;No-Grade;First Gundam;1981;1032,19;75,00;2,84
MS-15 Gyan ;1/144;No-Grade;First Gundam;1981;1032,19;100,00;2,84
BR-79 Ball ;1/144;No-Grade;First Gundam;1981;1037,40;90,00;2,84
MS-06 Zaku ;1/144;No-Grade;First Gundam;1981;1040,26;88,00;2,84
MS-07 Gouf ;1/144;No-Grade;First Gundam;1980;1042,94;95,00;2,84
FF-X7-Bst Core Booster ;1/144;No-Grade;First Gundam;1982;1048,32;90,00;2,84
MS-06S Char`s Zaku ;1/144;No-Grade;First Gundam;1980;1048,32;86,00;2,84
MSM-07 Z`Gok ;1/144;No-Grade;First Gundam;1980;1078,87;91,00;2,84
MS-06S Char`s Zaku II ;1/144;First Grade;Gundam (FG);;1014,00;125,00;2,84
MS-06F Zaku II ;1/144;No-Grade;Gundam (FG);;1014,00;124,00;2,37
MS-06S Char`s Zaku II ;1/144;No-Grade;Gundam (FG);;1014,00;125,00;2,37
RX-78-2 Gundam ;1/144;No-Grade;Gundam (FG);;1014,00;108,00;2,37
EMS-05 Agg ;1/144;No-Grade;MSV;;965,20;92,00;2,37
Weapons for Mobile Suit ;1/144;No-Grade;Z Gundam;;1040,26;78,00;2,37
Grade Up Set For 5Mobile Fighters ;1/144;No-Grade;G Gundam;;855,00;71,00;1,58
White Base ;1/1200;No-Grade;Vessels;1980;4019,40;290,00;9,48
Magellan ;1/1200;No-Grade;Vessels;1983;2295,00;201,00;4,74
Salamis ;1/1200;No-Grade;Vessels;1983;1334,00;103,00;3,79
Char`s Musai ;1/1200;No-Grade;Vessels;1981;1032,19;80,00;2,84
Gaw ;1/1200;No-Grade;Vessels;1982;1048,32;84,00;2,84
Musai-class Light Cruiser ;1/1200;No-Grade;Vessels;1980;1048,32;80,00;2,84
PLAN303E Deep Striker ;1/100;Master Grade;MG Other Gundam;2018;41300,00;2800,00;189,51
High-Resolution Model Gundam Barbatos ;1/100;High Resolution;High-Resolution Model;2016;10028,93;826,00;151,61
RX-93 Nu Gundam Ver.Ka Titanium Finish ;1/100;Master Grade;MG Char`s Counter Attack;2013;14508,00;1240,00;151,61
MSN-04 Sazabi Metallic Coating Ver. ;1/100;Master Grade;MG Char`s Counter Attack;2007;;1350,00;132,65
High-Resolution Model Wing Gundam Zero EW ;1/100;High Resolution;High-Resolution Model;2017;11658,62;1132,00;113,70
Unicorn Gundam ;1/100;Master Grade;MG Gundam UC;2016;13496,56;1052,00;113,70
RX-0 Unicorn Gundam 02 Banshee Titanium Finish Ver. ;1/100;Master Grade;MG Gundam UC;2012;13530,99;1007,00;113,70
Unicorn Gundam 03 Phenex ;1/100;Master Grade;MG Gundam UC;2014;15899,52;1142,00;113,70
MSN-06S Sinanju Ver.Ka Titanium Finish ;1/100;Master Grade;MG Gundam UC;2010;;1157,00;113,70
PMX-003 THE-O ;1/100;Master Grade;MG Z Gundam;2010;26583,04;1756,00;113,70
ZGMF-X20A Strike Freedom Gundam Extra Finish Ver. ;1/100;Master Grade;MG Gundam SEED;2008;13327,42;998,00;94,75
MSN-02 Perfect Zeong ;1/100;Master Grade;MG MSV;2004;42624,00;2560,00;94,75
G Armor Real Type Color ;1/100;Master Grade;MG Gundam;2009;22278,40;1619,00;92,86
*w/Premium Decal MSN-04 Sazabi Ver.Ka ;1/100;Master Grade;MG Char`s Counter Attack;2017;26461,50;1643,00;85,28
MSN-04 Sazabi Ver.Ka ;1/100;Master Grade;MG Char`s Counter Attack;2013;26461,50;1643,00;85,28
High Mobility Type Zaku II `Psycho Zaku` Ver.Ka ;1/100;Master Grade;MG Gundam Thunderbolt;2016;27944,06;1951,00;85,28
MSN-04 Sazabi ;1/100;Master Grade;MG Char`s Counter Attack;2000;22907,16;1323,00;75,80
RX-78-2 Gundam Ver.2.0 Titanium Finish ;1/100;Master Grade;MG Gundam;2010;8370,00;719,00;75,80
Freedom Gundam Extra Finish ;1/100;Master Grade;MG Gundam SEED;2005;;1323,00;75,80
RX-0 Full Armor Unicorn Gundam Ver.Ka ;1/100;Master Grade;MG Gundam UC;2011;19091,36;1673,00;75,80
*w/Premium Decal RX-0 Full Armor Unicorn Gundam Ver.Ka ;1/100;Master Grade;MG Gundam UC;2017;19091,36;1673,00;75,80
RX-0 Unicorn Gundam Ver.Ka Titanium Finish ;1/100;Master Grade;MG Gundam UC;2009;;924,00;75,80
Shin Musha Gundam `Sengoku no Jin` ;1/100;Master Grade;MG Other Gundam;2009;15337,00;1163,00;75,80
MSA-0011;1/100;Master Grade;MG Other Gundam;2003;22362,48;1803,00;75,80
MSN-04II Nightingale ;1/100;Reborn;Reborn-One Hundred ;2014;30040,53;1808,00;75,80
MSN-06S Sinanju ;1/100;Master Grade;MG Gundam UC;2013;14870,70;1168,00;71,07
Unicorn Gundam HD Color +MS CAGE ;1/100;Master Grade;MG Gundam UC;2010;22455,64;1409,00;71,07
*w/Premium Decal RX-93 Nu Gundam Ver.Ka ;1/100;Master Grade;MG Char`s Counter Attack;2017;13496,56;1163,00;66,33
RX-93 Nu Gundam Ver.Ka ;1/100;Master Grade;MG Char`s Counter Attack;2012;13496,56;1163,00;66,33
Hi-Nu Gundam Ver.Ka ;1/100;Master Grade;MG Char`s Counter Attack;2014;16926,00;1300,00;66,33
*w/Premium Decal Hi-Nu Gundam Ver.Ka ;1/100;Master Grade;MG Char`s Counter Attack;2017;16926,00;1300,00;66,33
RX-93-2 Hi-v Gundam ;1/100;Master Grade;MG Char`s Counter Attack;2007;17591,87;1187,00;66,33
